name,objectID,picIDs,picURLs,categoryName,typeName,period,dynasty,year
清乾隆仿木釉纹碗,0039d4feb2fe4e55bf3e09422e7a54e1,"201901291141261607848,201901291141261607850","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10521/THUMB/40_艺10521-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10521/THUMB/40_艺10521-E-02.jpg",瓷器,碗,清,乾隆,1765.5
清乾隆青花博古图镇纸,006c14dc239e42dc83daf0cf81db4ee3,"201901291141261607704,201901291141261607701","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10497/THUMB/40_艺10497-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10497/THUMB/40_艺10497-A-01.jpg",瓷器,NA,清,乾隆,1765.5
清嘉庆粉墨彩诗文盖杯,007a30ba261f40708cf795a94171f213,"201901291141261608522,201901291141261608527","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10631/THUMB/40_艺10631-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10631/THUMB/40_艺10631-F-01.jpg",瓷器,杯,清,嘉庆,1808.0
清道光绿地清道光粉彩万蝠花卉纹折腰盘,01058df2f8aa442eafc3b99075ad3005,201901291141261609487,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10786/THUMB/40_艺10786-A-02.jpg,瓷器,盘,清,道光,1835.0
清乾隆粉彩描金佛像,019b554f584845a19d6316b4fe38c992,201901291141261615149,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11700/THUMB/40_艺11700-A-02.jpg,瓷器,像,清,乾隆,1765.5
清康熙青花龙凤纹碗,0289f8d37bd34e35904bdd63a8451679,201901291141261606319,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10267/THUMB/40_艺10267-A-01.jpg,瓷器,碗,清,康熙,1691.5
清乾隆豆青釉鼓式罐,0506ba1d00ee46a09c108961c887c15e,"201901291141261608390,201901291141261608395","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10609/THUMB/40_艺10609-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10609/THUMB/40_艺10609-F-01.jpg",瓷器,罐,清,乾隆,1765.5
清雍正仿哥釉铺首耳香炉,06763ad76b0747888d7e552bb18a8888,"201901291141261606833,201901291141261606838","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10352/THUMB/40_艺10352-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10352/THUMB/40_艺10352-F-01.jpg",瓷器,炉,清,雍正,1728.5
清嘉庆红彩御诗纹碗,07f9834c65d84c7d81d0abe387cedad6,"201901291141261608471,201901291141261608475,201901291141261608476","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10622/THUMB/40_艺10622-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10622/THUMB/40_艺10622-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10622/THUMB/40_艺10622-F-01.jpg",瓷器,碗,清,嘉庆,1808.0
清道光仿哥釉云头洗,09a435c9a3d94c8c9d6d1317bc9ce47b,201901291141261670304,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺26407/THUMB/40_艺26407-A-01.jpg,瓷器,洗,清,道光,1835.0
清同治红彩描金龙凤纹渣斗,0b817427c76f446bb2b479ef77dbb9da,"201901291141261609665,201901291141261609670","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10815/THUMB/40_艺10815-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10815/THUMB/40_艺10815-F-01.jpg",瓷器,NA,清,同治,1868.0
明宣德青花鸡心碗,0d7ce96885ad4e2393889d2534ed3027,"201901291141261605481,201901291141261605482,201901291141261605485","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10128/THUMB/40_艺10128-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10128/THUMB/40_艺10128-E-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10128/THUMB/40_艺10128-F-01.jpg",瓷器,碗,明,宣德,1430.0
清道光粉彩八仙祝寿纹盖碗,0ef152d50ffb4c65b326acc8dfa5468f,"201901291141261609448,201901291141261609453,201901291141261609454","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10780/THUMB/40_艺10780-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10780/THUMB/40_艺10780-F-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10780/THUMB/40_艺10780-F-02.jpg",瓷器,碗,清,道光,1835.0
清康熙青花婴戏纹罐,0f61e7f981b848a7af7baeaf237c7106,"201901291141261606269,201901291141261606273","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10259/THUMB/40_艺10259-A-02.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10259/THUMB/40_艺10259-F-01.jpg",瓷器,罐,清,康熙,1691.5
清道光青花凤穿牡丹纹将军盖罐,115cc290e2c3480a925df7ea8267e487,"201901291141261608828,201901291141261608833","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10681/THUMB/40_艺10681-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10681/THUMB/40_艺10681-F-02.jpg",瓷器,罐,清,道光,1835.0
明嘉靖青花花鸟纹花盆,134b2d241a8040be87199d0c2be9296f,"201901291141261605561,201901291141261605565","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10142/THUMB/40_艺10142-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10142/THUMB/40_艺10142-E-01.jpg",瓷器,盆,明,嘉靖,1543.5
民国民国胭脂红地粉彩开光花卉纹碗,13b83bf3855f40a1a8dacd164c0e1ee8,201901291141261668176,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺25450/THUMB/40_艺25450-A-01.jpg,瓷器,碗,民,民国,1930.5
清光绪釉里红山水狮子纹水盂,1845e3fbf7f0407db7e94fef023ea0f2,201901291141261618533,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺12219/THUMB/40_艺12219-A-01.jpg,瓷器,NA,清,光绪,1891.5
清光绪粉彩百蝶纹赏瓶,1aae36d9d03f4b6f866f4a6da77d6faf,"201901291141261609731,201901291141261609736","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10826/THUMB/40_艺10826-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10826/THUMB/40_艺10826-F-01.jpg",瓷器,瓶,清,光绪,1891.5
清道光斗彩团花纹马蹄形碗,1ad957c9a81948c7a2eaa444189d711f,"201901291141261609156,201901291141261609161","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10734/THUMB/40_艺10734-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10734/THUMB/40_艺10734-F-01.jpg",瓷器,碗,清,道光,1835.0
清光绪粉彩花鸟纹盖碗,1afc8962b07b458fb53d2329163b12f2,"201901291141261609798,201901291141261609801,201901291141261609803","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10837/THUMB/40_艺10837-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10837/THUMB/40_艺10837-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10837/THUMB/40_艺10837-F-01.jpg",瓷器,碗,清,光绪,1891.5
清康熙黄地紫绿彩双龙纹碟,1c0330fdafed4a669dc99ff1e6686ad7,"201901291141261605733,201901291141261605736,201901291141261605737","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10173/THUMB/40_艺10173-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10173/THUMB/40_艺10173-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10173/THUMB/40_艺10173-F-01.jpg",瓷器,碟,清,康熙,1691.5
明嘉靖青花开光人物纹罐,1d34a7ddf1ac4984b2b29a2efb692239,"201901291141261605552,201901291141261605556","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10140/THUMB/40_艺10140-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10140/THUMB/40_艺10140-F-01.jpg",瓷器,罐,明,嘉靖,1543.5
清嘉庆青花红彩云龙纹七格盖盒,1f13d95de4a94766857cea1d6c0abead,"201901291141261608465,201901291141261608468","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10621/THUMB/40_艺10621-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10621/THUMB/40_艺10621-B-01.jpg",瓷器,盒,清,嘉庆,1808.0
清雍正黄釉荷花杯,1f8ec8b25e5b456a8e9a104a21e19d0c,"201901291141261606418,201901291141261606423","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10283/THUMB/40_艺10283-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10283/THUMB/40_艺10283-F-01.jpg",瓷器,杯,清,雍正,1728.5
清乾隆仿石釉盖罐,1fe79071bcac4c28acd40698fd812f68,"201901291141261607925,201901291141261607930","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10533/THUMB/40_艺10533-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10533/THUMB/40_艺10533-F-01.jpg",瓷器,罐,清,乾隆,1765.5
清乾隆青花开光福寿纹贯耳尊,218193579777460ca2f2711e289b930c,"201901291141261607632,201901291141261607635","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10485/THUMB/40_艺10485-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10485/THUMB/40_艺10485-F-01.jpg",瓷器,尊,清,乾隆,1765.5
清乾隆青花花卉纹围棋盖罐,226dc431164e44a1a5297a8658147a57,"201901291141261607688,201901291141261607692,201901291141261607693","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10495/THUMB/40_艺10495-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10495/THUMB/40_艺10495-A-05.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10495/THUMB/40_艺10495-B-01.jpg",瓷器,罐,清,乾隆,1765.5
明万历五彩梅花式盆,22caf050efc44460b83e976e95baa950,"201901291141261605635,201901291141261605636,201901291141261605637","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10155/THUMB/40_艺10155-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10155/THUMB/40_艺10155-E-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10155/THUMB/40_艺10155-F-01.jpg",瓷器,盆,明,万历,1596.0
清乾隆青花缠枝八宝纹盘,23e721393c084df896cf83fa9942c5b0,201901291141261615513,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11757/THUMB/40_艺11757-A-01.jpg,瓷器,盘,清,乾隆,1765.5
清雍正青花夔龙纹印盒,243c182a243147e9af05ff85f255815d,201901291141261607444,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10453/THUMB/40_艺10453-A-01.jpg,瓷器,盒,清,雍正,1728.5
清康熙红釉碗,24a4f16c2288432fadce590f19b1fcbe,"201901291141261605799,201901291141261605803","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10185/THUMB/40_艺10185-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10185/THUMB/40_艺10185-F-01.jpg",瓷器,碗,清,康熙,1691.5
明嘉靖红绿彩人物纹盖罐,24a63579b5244aa3872ff29f96df0450,201901291141261605542,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10139/THUMB/40_艺10139-A-01.jpg,瓷器,罐,明,嘉靖,1543.5
清乾隆斗彩花卉纹如意耳尊,25c8a8f7cbcd44a68faecfecb939d054,201901291141261607793,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10512/THUMB/40_艺10512-A-01.jpg,瓷器,尊,清,乾隆,1765.5
清雍正旧玉釉盘,261179c1be01461cb7d6f8d629b08c48,"201901291141261606502,201901291141261606506","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10298/THUMB/40_艺10298-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10298/THUMB/40_艺10298-F-02.jpg",瓷器,盘,清,雍正,1728.5
清道光红彩描金龙纹杯,2622982fe9474c20970870109079721d,"201901291141261609083,201901291141261609088","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10722/THUMB/40_艺10722-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10722/THUMB/40_艺10722-F-01.jpg",瓷器,杯,清,道光,1835.0
清咸丰青花缠枝花卉纹赏瓶,2697ef0599cc4f449e0881f1b5468ff6,"201901291141261609612,201901291141261609616","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10806/THUMB/40_艺10806-A-02.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10806/THUMB/40_艺10806-E-01.jpg",瓷器,瓶,清,咸丰,1855.5
清康熙豇豆红釉太白尊,274ae54416d845f1acba0209f4edf589,"201901291141261605781,201901291141261605785","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10182/THUMB/40_艺10182-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10182/THUMB/40_艺10182-F-01.jpg",瓷器,尊,清,康熙,1691.5
清雍正白釉菊瓣盘,27f9e7e81ba74a72823f3be94101b4b6,"201901291141261606535,201901291141261606540","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10303/THUMB/40_艺10303-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10303/THUMB/40_艺10303-F-01.jpg",瓷器,盘,清,雍正,1728.5
清乾隆豆青釉月耳罐,2d6977476b614565b51facb0cb8f1fb3,"201901291141261608354,201901291141261608355,201901291141261608359","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10603/THUMB/40_艺10603-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10603/THUMB/40_艺10603-A-02.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10603/THUMB/40_艺10603-F-01.jpg",瓷器,罐,清,乾隆,1765.5
清康熙茄皮紫釉碗,2fdef11ba6c6456d9d513c18dab0eda0,"201901291141261605710,201901291141261605713","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10169/THUMB/40_艺10169-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10169/THUMB/40_艺10169-E-01.jpg",瓷器,碗,清,康熙,1691.5
民国青花双龙福寿纹双耳葫芦瓶,325555b3b52243eb9691eb3482216bdb,"201901291141261620988,201901291141261620993","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺12611/THUMB/40_艺12611-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺12611/THUMB/40_艺12611-F-01.jpg",瓷器,瓶,民,民国,1930.5
清道光蓝釉洗,327e4763358d470ea16929752e6a0525,"201901291141261608614,201901291141261608619","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10646/THUMB/40_艺10646-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10646/THUMB/40_艺10646-F-01.jpg",瓷器,洗,清,道光,1835.0
清雍正仿官釉铺首耳瓶,33b44fc02eed404c88d4e30f580151ba,"201901291141261606804,201901291141261606809","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10347/THUMB/40_艺10347-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10347/THUMB/40_艺10347-F-01.jpg",瓷器,瓶,清,雍正,1728.5
清雍正窑变釉花盆，盆托,34ad09b4a7b24196afb7db1160c03d9c,"201901291141261606608,201901291141261606613","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10315/THUMB/40_艺10315-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10315/THUMB/40_艺10315-F-02.jpg",瓷器,托,清,雍正,1728.5
清同治粉彩八宝花卉纹盘,34c510b32da44f0a832b5bd74efd0950,"201901291141261609642,201901291141261609646,201901291141261609647","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10811/THUMB/40_艺10811-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10811/THUMB/40_艺10811-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10811/THUMB/40_艺10811-F-01.jpg",瓷器,盘,清,同治,1868.0
清康熙豇豆红釉印盒,35f76bd583f94be28e567deedafdf99e,"201901291141261605788,201904260947031216","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10183/THUMB/40_艺10183-C-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_b6f00af3cb7d4cad9d45c83d44a7f8ff.jpg",瓷器,盒,清,康熙,1691.5
清康熙淡描红彩人物纹碗,37eb9fdd0ff94a58af78c7f6807cf292,"201901291141261605717,201901291141261605721","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10170/THUMB/40_艺10170-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10170/THUMB/40_艺10170-F-01.jpg",瓷器,碗,清,康熙,1691.5
清乾隆釉里红团龙纹葫芦瓶,3a4de82a96e64977a5d88381896d301e,"201901291141261607621,201901291141261607623","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10482/THUMB/40_艺10482-D-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10482/THUMB/40_艺10482-F-01.jpg",瓷器,瓶,清,乾隆,1765.5
清同治酱釉碗,3af52d98d4174f1d99e7130acc2c7645,"201901291141261609702,201901291141261609707","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10821/THUMB/40_艺10821-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10821/THUMB/40_艺10821-F-01.jpg",瓷器,碗,清,同治,1868.0
清道光涩胎雕龙蝠纹印盒,3d3745a74bac4219abf9654901d7905a,"201901291141261608753,201901291141261608756,201901291141261608758","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10669/THUMB/40_艺10669-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10669/THUMB/40_艺10669-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10669/THUMB/40_艺10669-F-01.jpg",瓷器,盒,清,道光,1835.0
清光绪粉彩云蝠纹赏瓶,3deea268519a4439907f604020a1b1cb,"201901291141261609737,201901291141261609742","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10827/THUMB/40_艺10827-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10827/THUMB/40_艺10827-F-01.jpg",瓷器,瓶,清,光绪,1891.5
清乾隆红彩描金开光山水纹壁瓶,3f9b44f138164088b046134a08d55f9d,201901291141261607975,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10541/THUMB/40_艺10541-A-01.jpg,瓷器,瓶,清,乾隆,1765.5
清雍正粉彩人物纹杯,403ca27ec1ef4ab5b8f5e87febe7bc49,201901291141261606892,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10362/THUMB/40_艺10362-A-01.jpg,瓷器,杯,清,雍正,1728.5
清康熙釉里红团龙纹碗,40b9591340ff4286ae1d48e018721865,"201901291141261606054,201901291141261606058,201901291141261606059","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10224/THUMB/40_艺10224-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10224/THUMB/40_艺10224-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10224/THUMB/40_艺10224-F-01.jpg",瓷器,碗,清,康熙,1691.5
民国黑地描金粉彩开光山水纹瓶,415b12355936465dbadf81b549c62884,201901291141261678564,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺28654/THUMB/40_艺28654-A-01.jpg,瓷器,瓶,民,民国,1930.5
清康熙黄地绿彩花卉龙纹碗,422cd89c595945e2b6094c53775a5602,201901291141261605728,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10172/THUMB/40_艺10172-A-01.jpg,瓷器,碗,清,康熙,1691.5
清乾隆豆青釉葫芦瓶,442c70491063490980af5957bce2e9d2,"201901291141261608323,201901291141261608328","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10599/THUMB/40_艺10599-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10599/THUMB/40_艺10599-F-01.jpg",瓷器,瓶,清,乾隆,1765.5
清乾隆炉钧釉象耳尊,47e155e7bd174c82870a09a2569f6106,201901291141261607919,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10532/THUMB/40_艺10532-A-0.jpg,瓷器,尊,清,乾隆,1765.5
清康熙白地绿彩龙纹盘,4a1400bb5e964500813271377476b299,"201901291141261605722,201901291141261605726,201901291141261605727","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10171/THUMB/40_艺10171-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10171/THUMB/40_艺10171-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10171/THUMB/40_艺10171-F-01.jpg",瓷器,盘,清,康熙,1691.5
清康熙蓝釉盘,4a6c7d9e2b494ead82aef355c3aecd29,"201901291141261605814,201901291141261605818","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10188/THUMB/40_艺10188-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10188/THUMB/40_艺10188-F-01.jpg",瓷器,盘,清,康熙,1691.5
清雍正黄地绿彩婴戏图碗,4b73fefaf9de41abb2d8e16e015c2369,"201901291141261606532,201901291141261606534","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10302/THUMB/40_艺10302-A-04.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10302/THUMB/40_艺10302-F-01.jpg",瓷器,碗,清,雍正,1728.5
明万历青花人物纹盘,4e401d8006a441d1a3a2cc0f1461b3d5,"201901291141261605614,201901291141261605615,201901291141261605618","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10151/THUMB/40_艺10151-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10151/THUMB/40_艺10151-E-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10151/THUMB/40_艺10151-F-01.jpg",瓷器,盘,明,万历,1596.0
清光绪蓝釉描金云龙纹象耳方瓶,4fa7e21f9d6a4dc59dc7e7c95913dfaf,201901291141261610097,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10885/THUMB/40_艺10885-A-02.jpg,瓷器,瓶,清,光绪,1891.5
清嘉庆黄釉盖罐,4faa9b89873245bd889f0d8698c3107f,"201901291141261608501,201901291141261608503","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10627/THUMB/40_艺10627-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10627/THUMB/40_艺10627-E-01.jpg",瓷器,罐,清,嘉庆,1808.0
清乾隆天蓝釉洗,52683031e25a47f08475e1ceec6c0345,201901291141261608308,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10596/THUMB/40_艺10596-A-04.jpg,瓷器,洗,清,乾隆,1765.5
清康熙五彩龙凤纹碗,5568fde596a3441fb29259e3c1307b42,201901291141261605974,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10212/THUMB/40_艺10212-A-01.jpg,瓷器,碗,清,康熙,1691.5
清乾隆茄皮紫釉盘,56be729e0c3b4b289a95f70d05e66489,201901291141261607948,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10537/THUMB/40_艺10537-A-01.jpg,瓷器,盘,清,乾隆,1765.5
清乾隆青花竹石芭蕉纹玉壶春瓶,59e1f7e0dd00467cbd5348dcf42e95c4,"201901291141261607653,201904261012421226","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10489/THUMB/40_艺10489-A-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_c9f6d5355441418bb6c1ee793ab921ce.jpg",瓷器,瓶,清,乾隆,1765.5
清乾隆酱釉弦纹碗,5a40b073fbad4632a95ed4085bc0fe18,"201901291141261607907,201904261015091227","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10530/THUMB/40_艺10530-A-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_0c299e5c05d5441489348e0016d10cd8.jpg",瓷器,碗,清,乾隆,1765.5
清康熙青花“圣主得贤臣颂”字纹笔筒,5afb7a629d504992b148b95c15a8838f,201901291141261613141,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11376/THUMB/40_艺11376-A-01.jpg,瓷器,筒,清,康熙,1691.5
清道光五彩龙凤纹碗,5c601d788ae045619069f9607740ef1a,"201901291141261609202,201901291141261609205,201901291141261609206","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10741/THUMB/40_艺10741-A-02.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10741/THUMB/40_艺10741-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10741/THUMB/40_艺10741-F-01.jpg",瓷器,碗,清,道光,1835.0
清光绪墨彩花卉纹花盆,5ee5c294f1264ee89d00aa6a3c05a272,201901291141261609833,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10842/THUMB/40_艺10842-A-05.jpg,瓷器,盆,清,光绪,1891.5
明万历蓝釉碗,60bd97e717fe49bcb01e8f24f4ff2b08,201901291141261605665,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10160/THUMB/40_艺10160-A-01.jpg,瓷器,碗,明,万历,1596.0
清雍正粉青釉长方水仙盆,61d03c6e6f8345949c99ef5c943c6665,"201901291141261606548,201901291141261606552","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10305/THUMB/40_艺10305-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10305/THUMB/40_艺10305-F-01.jpg",瓷器,盆,清,雍正,1728.5
清乾隆茶叶末釉倭角花盆,62a2b11a1a964fc9835d0effe456e15d,201901291141261607887,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10527/THUMB/40_艺10527-A-01.jpg,瓷器,盆,清,乾隆,1765.5
清道光青花墨彩诗文杯,64d54c8d398a4ffc9844bb69253342be,"201901291141261608995,201901291141261609000","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10708/THUMB/40_艺10708-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10708/THUMB/40_艺10708-F-01.jpg",瓷器,杯,清,道光,1835.0
清光绪蓝釉赏瓶,671b976994654cfbb1f5fbb520db2b0f,"201901291141261610108,201904261037161236","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10887/THUMB/40_艺10887-A-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_4f7c662e16654118afa23a9384fcc256.jpg",瓷器,瓶,清,光绪,1891.5
清雍正粉彩花蝶纹盘,67eae297e525446ca97207280f92ca0b,"201901291141261606926,201901291141261606930,201901291141261606931","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10368/THUMB/40_艺10368-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10368/THUMB/40_艺10368-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10368/THUMB/40_艺10368-F-01.jpg",瓷器,盘,清,雍正,1728.5
