name,objectID,picIDs,picURLs,categoryName,typeName,period,dynasty,year
清康熙景德镇窑青花四季花卉之梅花纹镶嵌,56ea71c5c2e745faa875d9fa9aa2a9b7,3eee11b4-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1731.jpg,瓷器,NA,清,康熙,1691.5
清宣统款景德镇窑粉彩婴戏图捧盒,57311a911a494bc69c07879ed3298499,4258ae1a-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1867.jpg,瓷器,盒,清,宣统,1910.0
清乾隆景德镇窑粉彩鹊梅纹碗,574b5f8a8d16460fa73d65254471c4dc,47175a97-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2072.jpg,瓷器,碗,清,乾隆,1765.5
清乾隆广窑天蓝釉四耳罐,57d22d8076054a2eb6bfe585e089bd3b,3f865464-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1757.jpg,瓷器,罐,清,乾隆,1765.5
清光绪款景德镇窑粉彩花卉纹盘,57e45d7e252748d48afbb95fd256344b,346e7e0d-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1314.jpg,瓷器,盘,清,光绪,1891.5
清乾隆款景德镇窑冬青釉印花纹碗,580a58f3319c4e8aa6851ced76c216c3,4080329a-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1795.jpg,瓷器,碗,清,乾隆,1765.5
清康熙景德镇窑茄皮紫釉盘,588a2901f0fd496083731de6132b6037,3cdd458b-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1652.jpg,瓷器,盘,清,康熙,1691.5
清乾隆款景德镇窑青花三果纹碗,58b14fc1ed6c4efebc1a37106c2af6c4,469e956b-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2052.jpg,瓷器,碗,清,乾隆,1765.5
清乾隆景德镇窑青花缠枝花卉纹罐,58b7cf0b18a64417952727aa06f163db,403cd633-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1782.jpg,瓷器,罐,清,乾隆,1765.5
清乾隆款景德镇窑抹红釉金彩竹纹瓶,58f812fb573140fd97c10cd9f1fa8a80,4558baed-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2000.jpg,瓷器,瓶,清,乾隆,1765.5
清雍正款景德镇窑霁红釉水壶,5916327851e4497ba3db4d9ee01dbf42,439d0ad9-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1918.jpg,瓷器,壶,清,雍正,1728.5
清乾隆景德镇窑冬青釉开光松鹿图双耳瓶,59c8cce7ca944562b67bc4451afe529d,4050ee58-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1786.jpg,瓷器,瓶,清,乾隆,1765.5
清雍正款景德镇窑酱釉菊瓣盘,59dd262c54064dbba6b011279efb76fe,44872670-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1969.jpg,瓷器,盘,清,雍正,1728.5
清康熙景德镇窑蓝地青花折枝花果纹六棱瓶,5a09827f78994d868ae5743916a445bb,3cd713e3-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1651.jpg,瓷器,瓶,清,康熙,1691.5
清雍正景德镇窑白釉鱼藻纹缸,5a54f7bddaee4a07a73409ff55f59045,44ac936f-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1974.jpg,瓷器,NA,清,雍正,1728.5
清咸丰款景德镇窑冬青釉团凤纹碗,5a6a9c1a4036490dbe3383b20e1a6ec0,3586f928-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1357.jpg,瓷器,碗,清,咸丰,1855.5
清雍正款景德镇窑青花龙纹碗,5a8135e4eb9a492cb7e5aa0e78f3cbe1,434a1c09-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1905.jpg,瓷器,碗,清,雍正,1728.5
道光款釉里红团凤碗,5ac4d70cf46c4e6d9e6519214daf3674,6495e917-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.3922.jpg,瓷器,碗,NA,道光,1835.0
清雍正款景德镇窑酱釉菊瓣盘,5ad7618cb294433fb5a8eedfdcedb230,4480dc3d-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1968.jpg,瓷器,盘,清,雍正,1728.5
清宣统醴陵窑釉下五彩仙鹤花鸟纹瓶,5b68d40f2ce44872bdc134ff8b4379bc,42b72f8e-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1884.jpg,瓷器,瓶,清,宣统,1910.0
清嘉庆景德镇窑青花花卉纹碟,5b855feef70747d9ac4f2c630889bb4d,484d8b9a-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2119.jpg,瓷器,碟,清,嘉庆,1808.0
清康熙景德镇窑青花山水人物图蟋蟀罐,5bc32cbdd38a4e0185574baafd95a31d,373fbe0c-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1424.jpg,瓷器,罐,清,康熙,1691.5
清康熙仿永乐款景德镇窑青花高士图碗,5c4678251752493c8e27d3158dbf6cf3,378f5363-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1436.jpg,瓷器,碗,清,康熙,1691.5
清乾隆景德镇窑青花龙纹方杯,5caa625caf4b43bd94e1acd734992ca1,46920fbb-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2050.jpg,瓷器,杯,清,乾隆,1765.5
清同治款景德镇窑黄地粉彩蝙蝠贤良寺供碗,5cbede62c5394ae0a8efe25f29178674,36861121-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1396.jpg,瓷器,碗,清,同治,1868.0
清咸丰款景德镇窑青花缠枝牡丹纹碗,5d2cef3dc201437c88deea0c5c4d47fa,3592dccf-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1359.jpg,瓷器,碗,清,咸丰,1855.5
清乾隆景德镇窑霁红釉瓶,5de6793eacc948ec89e9537682c7df41,3f7a208a-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1755.jpg,瓷器,瓶,清,乾隆,1765.5
清宣统醴陵窑霁蓝釉瓶,5e4cc3f1ec4147d9887409f439a6bfb3,429a76a4-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1880.jpg,瓷器,瓶,清,宣统,1910.0
清同治款景德镇窑粉彩三阳开泰纹碗,5ed79de8e1b74ed9b83353329f93b26a,3622072f-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1380.jpg,瓷器,碗,清,同治,1868.0
清康熙仿成化款景德镇窑青釉刻花纹缸,5fddcc21122a42358a389c853f653023,38db9ab3-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1492.jpg,瓷器,NA,清,康熙,1691.5
清光绪大雅斋款景德镇窑粉彩富贵白头纹长方花盆,6016853131f943fd82365ddab42bfe2c,350625d6-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1338.jpg,瓷器,盆,清,光绪,1891.5
清光绪款景德镇窑青白釉暗花缠枝花卉纹盘,60d8b3cc3f184a5891666e789b155c62,34e24fa3-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1332.jpg,瓷器,盘,清,光绪,1891.5
清乾隆款景德镇窑冬青釉葫芦瓶,6112e934edb64a2c8746b9388f133e8a,3fe281fb-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1770.jpg,瓷器,瓶,清,乾隆,1765.5
清康熙仿成化款景德镇窑青花梅纹盘,61158519871249d29e85749f93750c36,3719f2b0-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1418.jpg,瓷器,盘,清,康熙,1691.5
乾隆款青花杏元双耳背壶,6129dbe5129248d899ab2ca593357a52,5cd19616-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.3071.jpg,瓷器,壶,NA,乾隆,1765.5
清咸丰款景德镇窑粉彩八吉祥纹碗,61b6aaf778594f5d964cef0c38f3c7cf,359e8163-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1361.jpg,瓷器,碗,清,咸丰,1855.5
清乾隆景德镇窑冬青釉青花八吉祥纹盘,620b89e99bea4647b064323fa876fc2c,46f48321-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2067.jpg,瓷器,盘,清,乾隆,1765.5
清光绪款景德镇窑内青花外粉彩花鸟纹碗,62578a5970944d40846788d0a36ab8ae,34b4caea-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1325.jpg,瓷器,碗,清,光绪,1891.5
清乾隆款景德镇窑粉彩花果纹碗,62a89ee35e244fd1bb58a632482d6061,4600e265-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2024.jpg,瓷器,碗,清,乾隆,1765.5
清康熙青釉盘,630e438bb5474106a65d2200c1639109,3ac3a02d-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1569.jpg,瓷器,盘,清,康熙,1691.5
清康熙款景德镇窑豇豆红暗龙纹太白尊,639295b4096349d381f6dc496b750c7a,375c499a-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1428.jpg,瓷器,尊,清,康熙,1691.5
清光绪款景德镇窑青白釉暗花缠枝花卉纹盘,63d2642778d94766890ddc56b9d8b3bc,34e97528-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1333.jpg,瓷器,盘,清,光绪,1891.5
清康熙款景德镇窑青花花果诗文杯,64593a3f10bf4646aeb4aa1ff7428a8b,3814c38b-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1462.jpg,瓷器,杯,清,康熙,1691.5
清康熙黄地三彩花卉纹碗,645e8d06eb7c48d7b25caac747e941ac,3afc9477-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1577.jpg,瓷器,碗,清,康熙,1691.5
清乾隆款景德镇窑五彩爆竹盒,656f962b2a6e4084a43218725fdcd7cb,4659ffb5-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2043.jpg,瓷器,盒,清,乾隆,1765.5
清雍正款景德镇窑青花松竹梅纹罐,657ce26628074c42936fd8f4ffa4dc43,441c979c-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1954.jpg,瓷器,罐,清,雍正,1728.5
清光绪永庆长春款景德镇窑黄地墨彩花鸟纹方花盆,659279cf99254bd6bb004c88ed38e1a0,33f8d507-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1297.jpg,瓷器,盆,清,光绪,1891.5
清雍正景德镇窑斗彩缠枝花卉纹碗,65afd2ef6d2247898f826201c1a334b1,43fe554e-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1951.jpg,瓷器,碗,清,雍正,1728.5
清康熙款景德镇窑青花夺魁图折腰碗,65d3c12094a543379280bb5947788db3,3d18d9fd-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1660.jpg,瓷器,碗,清,康熙,1691.5
清雍正景德镇窑青花龙凤纹酒杯,660026ffd5274431be9e4a9367ecf57b,36d3280c-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1408.jpg,瓷器,杯,清,雍正,1728.5
清康熙景德镇窑青花花蝶纹缸,660932842cad44d9a900eaee7dade429,39f8476d-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1537.jpg,瓷器,NA,清,康熙,1691.5
清乾隆款景德镇窑五彩龙凤纹碗,6689d9d683d540378ba5db4cbc167ef9,46683515-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2045.jpg,瓷器,碗,清,乾隆,1765.5
清乾隆景德镇窑孔雀绿釉花盆,6701c9e0e52c4ddaa0136a4bc0b24551,402c39de-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1780.jpg,瓷器,盆,清,乾隆,1765.5
嘉庆款绿地粉彩双耳瓶,6759b01ec1124f7ea98b7b362cc18435,541c597d-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2583.jpg,瓷器,瓶,NA,嘉庆,1808.0
清同治款景德镇窑三彩龙纹盘,677b728b28b84145bdb2816614cebcce,35ce53c8-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1368.jpg,瓷器,盘,清,同治,1868.0
清雍正款景德镇窑霁红釉碗,67e6bf3a07794914bebed485edf383ac,4376d06a-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1911.jpg,瓷器,碗,清,雍正,1728.5
清乾隆款景德镇窑酱釉碗,685728ee9b8d4cb58519bda1539668fc,4776ba14-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2086.jpg,瓷器,碗,清,乾隆,1765.5
清乾隆景德镇窑窑变红釉洗,68725aa7c74742ab995cbf629ff8ded6,4541d3e7-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1996.jpg,瓷器,洗,清,乾隆,1765.5
清嘉庆景德镇窑珊瑚红釉开光花鸟山水纹壁瓶,68890c9fdbc84d3f86d9699e0fdc49be,48025577-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2107.jpg,瓷器,瓶,清,嘉庆,1808.0
清康熙景德镇窑红绿彩童子像,68d2037d3a9b48fcb445d6367c160cbc,3bef4cc4-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1615.jpg,瓷器,像,清,康熙,1691.5
清光绪大雅斋款景德镇窑粉彩富贵白头纹长方花盆,6953ec78ff934fcba5299fce67da6f19,3500d8f9-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1337.jpg,瓷器,盆,清,光绪,1891.5
清光绪款景德镇窑青花龙纹碗,69b2aba239b64d86a9076b969995bfef,3419e1bc-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1302.jpg,瓷器,碗,清,光绪,1891.5
清康熙景德镇窑五彩花草纹罐,6a22a6591250415bb3f958d8712eedf2,3abc779d-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1568.jpg,瓷器,罐,清,康熙,1691.5
清雍正款景德镇窑霁红釉碗,6a880b1af53c42d399f6a610f8436cc2,437d9948-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1912.jpg,瓷器,碗,清,雍正,1728.5
清康熙景德镇窑青花山水树木纹碟,6af384a107df490d87b92de2073b0f16,3c7dbda9-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1636.jpg,瓷器,碟,清,康熙,1691.5
清康熙景德镇窑青花花蝶纹缸,6b60b853b4334f12b66b4272c640719b,3a120a26-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1541.jpg,瓷器,NA,清,康熙,1691.5
清光绪款景德镇窑茶叶末釉贯耳瓶,6c015ef08d684473b46e36cecb7bf954,353d9f3e-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1347.jpg,瓷器,瓶,清,光绪,1891.5
清康熙景德镇窑绿釉花觚,6c04e2a815524b5ab7550a049e3227bb,37624a6d-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1429.jpg,瓷器,NA,清,康熙,1691.5
清康熙景德镇窑五彩人物纹盘,6c67943e368640129ebbd94e23bfbc95,3ba5e8f6-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1604.jpg,瓷器,盘,清,康熙,1691.5
清康熙景德镇窑五彩人物纹筒瓶,6c89c863775c4361a9f3f3690cc90268,381b0dd2-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1463.jpg,瓷器,瓶,清,康熙,1691.5
清乾隆景德镇窑仿哥釉葫芦瓶,6c8bc4293cda4397af5ae3236df7bef3,45603658-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2001.jpg,瓷器,瓶,清,乾隆,1765.5
清康熙景德镇窑五彩缠枝花卉纹碗,6d6b1094d3734cdaa07d59c261c3f50f,3ae22cd3-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1573.jpg,瓷器,碗,清,康熙,1691.5
清光绪仿乾隆款景德镇窑粉彩开光瑞兽图象耳瓶,6d75f244cea74bbe8fdda93df2a1bb1b,356545a2-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1352.jpg,瓷器,瓶,清,乾隆,1765.5
清雍正景德镇窑青花八宝莲纹双耳罐,6e0320caaf864c97b16dc1c5a1cf4cb4,4409a0d4-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1952.jpg,瓷器,罐,清,雍正,1728.5
宣统湖南窑粉彩瓶,6e1c73e1593f470c9a9d9db00a71ecf9,54020b42-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2579.jpg,瓷器,瓶,NA,宣统,1910.0
清康熙景德镇窑反瓷贴金大肚弥勒佛像,6e2783f45bbb49968c5968b87ba4b065,384c46b0-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1471.jpg,瓷器,像,清,康熙,1691.5
清雍正款景德镇窑青白釉僧帽壶,6e2aa8944f2b455196a6d3227281d0bb,3d65d2e8-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1671.jpg,瓷器,壶,清,雍正,1728.5
清乾隆景德镇窑仿木釉碗,6e69366c20fa4cc7a944220d46d7292f,46b96962-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2056.jpg,瓷器,碗,清,乾隆,1765.5
清同治款景德镇窑三彩龙纹盘,6edf54ba29454c1ca2c30649c75cafbc,35fb5183-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1374.jpg,瓷器,盘,清,同治,1868.0
清乾隆景德镇窑斗彩缠枝叶纹碗,6eea4de5363644ccb63d4067f6ad42fd,452239d3-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1992.jpg,瓷器,碗,清,乾隆,1765.5
清光绪款景德镇窑三彩龙纹盘,6f1b9c2b7e0d4d1f9b5d51f0a03bc15c,349be55d-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1321.jpg,瓷器,盘,清,光绪,1891.5
嘉靖款青花龙盘,6f1e3715b2af4d169b2d3f086ea9ffff,5521989a-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2621.jpg,瓷器,盘,NA,嘉靖,1543.5
清康熙景德镇窑青花秋叶纹盘,6f31721f07234672ab85051813ff842f,3c68ac75-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1633.jpg,瓷器,盘,清,康熙,1691.5
清乾隆款景德镇窑茶叶末釉贯耳瓶,7052e6bb81de4a778e10ebf17701f6d0,3f3bfb66-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1743.jpg,瓷器,瓶,清,乾隆,1765.5
清乾隆款景德镇窑霁红釉盘,71691f2fa1904c4a8cb297e304433994,46c0e714-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2057.jpg,瓷器,盘,清,乾隆,1765.5
清道光款景德镇窑青花缠枝莲纹盘,721560efec9f4a7083953cc70b667804,49601cd6-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2160.jpg,瓷器,盘,清,道光,1835.0
清乾隆款景德镇窑粉彩云蝠万古柏林纹碗,72d1f80066f74557a9fb1ced59b822ab,419b2455-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1836.jpg,瓷器,碗,清,乾隆,1765.5
康熙三彩兽玩具,7311b25eedef4d639d85c627935df33b,5b516dd1-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.3011.jpg,瓷器,NA,NA,康熙,1691.5
清道光景德镇窑白釉描金观音菩萨像,733a5ccfce984d9cb51c68e435bf5283,48f7c1d4-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2144.jpg,瓷器,像,清,道光,1835.0
清康熙景德镇窑五彩花卉纹罐,73667d29bc8b489f8c0e223ff3a95923,3b33766f-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1586.jpg,瓷器,罐,清,康熙,1691.5
清康熙仿宣德款景德镇窑青花加釉里红海天浴日图碗,739babe62ff249a9abc3a4f0cf507d62,378962bb-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1435.jpg,瓷器,碗,清,康熙,1691.5
清雍正景德镇窑霁蓝釉三足盘,741f42d5b3c3438e8fca94efce63b7c8,3dd14337-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1686.jpg,瓷器,盘,清,雍正,1728.5
清康熙景德镇窑青花牡丹狮纹罐,742297c416c941c1afb8d05635c3aa87,3b5a14eb-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1592.jpg,瓷器,罐,清,康熙,1691.5
清宣统醴陵窑釉下五彩花蝶纹瓶,749ca8214532496184f38eacd235fe49,4235a365-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1862.jpg,瓷器,瓶,清,宣统,1910.0
清咸丰款景德镇窑粉彩花草纹酒杯,7508959be781445fb6a5c8e797235c93,35ab458a-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1363.jpg,瓷器,杯,清,咸丰,1855.5
清康熙仿成化款景德镇窑青花海水龙纹盘,75506d03a3d343b5ac08d0dcaabf548c,3899c19b-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1483.jpg,瓷器,盘,清,康熙,1691.5
清同治款景德镇窑三彩龙纹盘,755eee908c204f6fbb2a102ee89d9ac8,35eb3097-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1372.jpg,瓷器,盘,清,同治,1868.0
清康熙景德镇窑青花缠枝花卉纹罐,7709ae90cb9841cb9f259dcd5dd92d9f,3a1dda61-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1543.jpg,瓷器,罐,清,康熙,1691.5
清乾隆款景德镇窑仿官釉罐,77564cf60f3d4714b700c82a8a396ce5,45fa6f91-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2022.jpg,瓷器,罐,清,乾隆,1765.5
